code,matched_name,gbif_confidence
ALL_GAL,,0
ARR_CAE,,0
BOU_ARV,,0
BOU_HOR,,0
BRA_PAR,,0
CER_BEN,,0
CER_DEN,,0
CER_GIB,,0
COE_TEN,,0
CRY_BIP,,0
CRY_SCA,,0
CRY_THE,,0
